,corr,names,name,corrnames
3733,"3448,995,3097,2889,2823","Good Morning, Vietnam (1987);;Shop Around the Corner, The (1940);;Mystery, Alaska (1999);;Spiders, The (Die Spinnen, 1. Teil: Der Goldene See) (1919)","Paper Chase, The (1973)","Good Morning, Vietnam (1987);;Shop Around the Corner, The (1940);;Mystery, Alaska (1999);;Spiders, The (Die Spinnen, 1. Teil: Der Goldene See) (1919)"
3734,"2746,3448,3455,1393,406","Little Shop of Horrors (1986);;Good Morning, Vietnam (1987);;Buddy Boy (1999);;Jerry Maguire (1996);;Federal Hill (1994)",Prince of the City (1981),"Little Shop of Horrors (1986);;Good Morning, Vietnam (1987);;Buddy Boy (1999);;Jerry Maguire (1996);;Federal Hill (1994)"
3735,"3100,3283,2948,1752,3231","River Runs Through It, A (1992);;Minnie and Moskowitz (1971);;From Russia with Love (1963);;Hard Rain (1998);;Saphead, The (1920)",Serpico (1973),"River Runs Through It, A (1992);;Minnie and Moskowitz (1971);;From Russia with Love (1963);;Hard Rain (1998);;Saphead, The (1920)"
3736,"2667,3265,1732,3501,947","Mole People, The (1956);;Hard-Boiled (Lashou shentan) (1992);;Big Lebowski, The (1998);;Murphy's Romance (1985);;My Man Godfrey (1936)","Big Carnival, The (1951)","Mole People, The (1956);;Hard-Boiled (Lashou shentan) (1992);;Big Lebowski, The (1998);;Murphy's Romance (1985);;My Man Godfrey (1936)"
3737,"2741,3105,3359,3103,3141","No Mercy (1986);;Awakenings (1990);;Breaking Away (1979);;Stanley & Iris (1990);;Two Jakes, The (1990)",Lonely Are the Brave (1962),"No Mercy (1986);;Awakenings (1990);;Breaking Away (1979);;Stanley & Iris (1990);;Two Jakes, The (1990)"
3738,"3458,600,2619,178,1393",Blood and Sand (Sangre y Arena) (1989);;Love and a .45 (1994);;Mascara (1999);;Love & Human Remains (1993);;Jerry Maguire (1996),"Sugarland Express, The (1974)",Blood and Sand (Sangre y Arena) (1989);;Love and a .45 (1994);;Mascara (1999);;Love & Human Remains (1993);;Jerry Maguire (1996)
3739,"3265,3357,861,832,2005","Hard-Boiled (Lashou shentan) (1992);;East-West (Est-ouest) (1999);;Supercop (1992);;Ransom (1996);;Goonies, The (1985)",Trouble in Paradise (1932),"Hard-Boiled (Lashou shentan) (1992);;East-West (Est-ouest) (1999);;Supercop (1992);;Ransom (1996);;Goonies, The (1985)"
3740,"1439,2743,1167,1037,2241","Meet Wally Sparks (1997);;Native Son (1986);;Dear God (1996);;Lawnmower Man, The (1992);;Class (1983)",Big Trouble in Little China (1986),"Meet Wally Sparks (1997);;Native Son (1986);;Dear God (1996);;Lawnmower Man, The (1992);;Class (1983)"
3741,"2694,2088,2847,2951,2687","Big Daddy (1999);;Popeye (1980);;Only Angels Have Wings (1939);;Fistful of Dollars, A (1964);;Tarzan (1999)",Badlands (1973),"Big Daddy (1999);;Popeye (1980);;Only Angels Have Wings (1939);;Fistful of Dollars, A (1964);;Tarzan (1999)"
3742,"1130,2888,2497,2682,2843","Howling, The (1980);;Drive Me Crazy (1999);;Message in a Bottle (1999);;Limbo (1999);;Black Cat, White Cat (Crna macka, beli macor) (1998)","Battleship Potemkin, The (Bronenosets Potyomkin) (1925)","Howling, The (1980);;Drive Me Crazy (1999);;Message in a Bottle (1999);;Limbo (1999);;Black Cat, White Cat (Crna macka, beli macor) (1998)"
3743,"2762,3285,3029,3308,3067","Sixth Sense, The (1999);;Beach, The (2000);;Nighthawks (1981);;Flamingo Kid, The (1984);;Women on the Verge of a Nervous Breakdown (1988)",Boys and Girls (2000),"Sixth Sense, The (1999);;Beach, The (2000);;Nighthawks (1981);;Flamingo Kid, The (1984);;Women on the Verge of a Nervous Breakdown (1988)"
3744,"3515,98,3350,3476,1514","Me Myself I (2000);;Shopping (1994);;Raisin in the Sun, A (1961);;Jacob's Ladder (1990);;Temptress Moon (Feng Yue) (1996)",Shaft (2000),"Me Myself I (2000);;Shopping (1994);;Raisin in the Sun, A (1961);;Jacob's Ladder (1990);;Temptress Moon (Feng Yue) (1996)"
3745,"2758,650,3341,3515,697",Plenty (1985);;Moll Flanders (1996);;Born Yesterday (1950);;Me Myself I (2000);;Feeling Minnesota (1996),Titan A.E. (2000),Plenty (1985);;Moll Flanders (1996);;Born Yesterday (1950);;Me Myself I (2000);;Feeling Minnesota (1996)
3746,"3509,3190,3667,1324,2837",Black and White (1999);;Supernova (2000);;Rent-A-Cop (1988);;Amityville: Dollhouse (1996);;Bedrooms & Hallways (1998),Butterfly (La Lengua de las Mariposas) (2000),Black and White (1999);;Supernova (2000);;Rent-A-Cop (1988);;Amityville: Dollhouse (1996);;Bedrooms & Hallways (1998)
3747,"3060,3505,3516,2535,2944","Commitments, The (1991);;No Way Out (1987);;Bell, Book and Candle (1958);;Earthquake (1974);;Dirty Dozen, The (1967)",Jesus' Son (1999),"Commitments, The (1991);;No Way Out (1987);;Bell, Book and Candle (1958);;Earthquake (1974);;Dirty Dozen, The (1967)"
3748,"2915,3600,3320,3630,3288","Risky Business (1983);;Blue Hawaii (1961);;Mifune (Mifunes sidste sang) (1999);;House of Exorcism, The (La Casa dell'esorcismo) (1974);;Cotton Mary (1999)","Match, The (1999)","Risky Business (1983);;Blue Hawaii (1961);;Mifune (Mifunes sidste sang) (1999);;House of Exorcism, The (La Casa dell'esorcismo) (1974);;Cotton Mary (1999)"
3749,"2144,2135,1395,162,323",Sixteen Candles (1984);;Doctor Dolittle (1967);;Tin Men (1987);;Crumb (1994),Time Regained (Le Temps Retrouvé) (1999),Sixteen Candles (1984);;Doctor Dolittle (1967);;Tin Men (1987);;Crumb (1994)
3751,"682,701,1050,3295,2913","Tigrero: A Film That Was Never Made (1994);;Daens (1992);;Looking for Richard (1996);;Raining Stones (1993);;Mating Habits of the Earthbound Human, The (1998)",Chicken Run (2000),"Tigrero: A Film That Was Never Made (1994);;Daens (1992);;Looking for Richard (1996);;Raining Stones (1993);;Mating Habits of the Earthbound Human, The (1998)"
3752,"3343,3029,3507,3441,3582","And God Created Woman (1988);;Nighthawks (1981);;Odd Couple, The (1968);;Red Dawn (1984);;Jails, Hospitals & Hip-Hop (2000)","Me, Myself and Irene (2000)","And God Created Woman (1988);;Nighthawks (1981);;Odd Couple, The (1968);;Red Dawn (1984);;Jails, Hospitals & Hip-Hop (2000)"
3753,"3632,3287,3520,3307,3243","Monsieur Verdoux (1947);;Tigger Movie, The (2000);;How to Stuff a Wild Bikini (1965);;City Lights (1931);;Encino Man (1992)","Patriot, The (2000)","Monsieur Verdoux (1947);;Tigger Movie, The (2000);;How to Stuff a Wild Bikini (1965);;City Lights (1931);;Encino Man (1992)"
3754,"1391,2594,1648,607,3582","Mars Attacks! (1996);;Open Your Eyes (Abre los ojos) (1997);;House of Yes, The (1997);;Century (1993);;Jails, Hospitals & Hip-Hop (2000)","Adventures of Rocky and Bullwinkle, The (2000)","Mars Attacks! (1996);;Open Your Eyes (Abre los ojos) (1997);;House of Yes, The (1997);;Century (1993);;Jails, Hospitals & Hip-Hop (2000)"
3755,"3349,2931,3243,3287,3246","Perils of Pauline, The (1947);;Time of the Gypsies (Dom za vesanje) (1989);;Encino Man (1992);;Tigger Movie, The (2000);;Malcolm X (1992)","Perfect Storm, The (2000)","Perils of Pauline, The (1947);;Time of the Gypsies (Dom za vesanje) (1989);;Encino Man (1992);;Tigger Movie, The (2000);;Malcolm X (1992)"
3756,"2603,2976,1395,208,1530",Nô (1998);;Bringing Out the Dead (1999);;Tin Men (1987);;Waterworld (1995),"Golden Bowl, The (2000)",Nô (1998);;Bringing Out the Dead (1999);;Tin Men (1987);;Waterworld (1995)
3757,"106,2617,2778,1591,2267","Nobody Loves Me (Keiner liebt mich) (1994);;Mummy, The (1999);;Never Talk to Strangers (1995);;Spawn (1997);;Mortal Thoughts (1991)",Asylum (1972),"Nobody Loves Me (Keiner liebt mich) (1994);;Mummy, The (1999);;Never Talk to Strangers (1995);;Spawn (1997);;Mortal Thoughts (1991)"
3758,"1147,654,1337,278,3302","When We Were Kings (1996);;Und keiner weint mir nach (1996);;Body Snatcher, The (1945);;Miami Rhapsody (1995);;Beautiful People (1999)",Communion (1989),"When We Were Kings (1996);;Und keiner weint mir nach (1996);;Body Snatcher, The (1945);;Miami Rhapsody (1995);;Beautiful People (1999)"
3759,"3499,945,3337,3498,1900","Misery (1990);;Top Hat (1935);;I'll Never Forget What's 'is Name (1967);;Midnight Express (1978);;Children of Heaven, The (Bacheha-Ye Aseman) (1997)",Fun and Fancy Free (1947),"Misery (1990);;Top Hat (1935);;I'll Never Forget What's 'is Name (1967);;Midnight Express (1978);;Children of Heaven, The (Bacheha-Ye Aseman) (1997)"
3760,"1907,642,3534,645,3494",Mulan (1998);;Roula (1995);;28 Days (2000);;Nelly & Monsieur Arnaud (1995);;True Grit (1969),"Kentucky Fried Movie, The (1977)",Mulan (1998);;Roula (1995);;28 Days (2000);;Nelly & Monsieur Arnaud (1995);;True Grit (1969)
3761,"1505,3598,3517,1516,2539","Hamlet (2000);;Bells, The (1926);;Children of the Revolution (1996);;Analyze This (1999)","Blood In, Blood Out (a.k.a. Bound by Honor) (1993)","Hamlet (2000);;Bells, The (1926);;Children of the Revolution (1996);;Analyze This (1999)"
3762,"2983,3593,3205,3495,2955","Ipcress File, The (1965);;Battlefield Earth (2000);;Black Sunday (La Maschera Del Demonio) (1960);;Roadside Prophets (1992);;Penitentiary II (1982)",Daughter of Dr. Jeckyll (1957),"Ipcress File, The (1965);;Battlefield Earth (2000);;Black Sunday (La Maschera Del Demonio) (1960);;Roadside Prophets (1992);;Penitentiary II (1982)"
3763,"3155,2519,2954,1005,3493",Anna and the King (1999);;House on Haunted Hill (1958);;Penitentiary (1979);;D3: The Mighty Ducks (1996);;Torso (Corpi Presentano Tracce di Violenza Carnale) (1973),F/X (1986),Anna and the King (1999);;House on Haunted Hill (1958);;Penitentiary (1979);;D3: The Mighty Ducks (1996);;Torso (Corpi Presentano Tracce di Violenza Carnale) (1973)
3764,"2157,2581,2206,1839,3489","Chambermaid on the Titanic, The (1998);;Never Been Kissed (1999);;Suspicion (1941);;My Giant (1998);;Hook (1991)",F/X 2 (1992),"Chambermaid on the Titanic, The (1998);;Never Been Kissed (1999);;Suspicion (1941);;My Giant (1998);;Hook (1991)"
3765,"2259,3532,2507,910,2054","Blame It on Rio (1984);;Freedom for Us (À nous la liberté ) (1931);;Breakfast of Champions (1999);;Some Like It Hot (1959);;Honey, I Shrunk the Kids (1989)","Hot Spot, The (1990)","Blame It on Rio (1984);;Freedom for Us (À nous la liberté ) (1931);;Breakfast of Champions (1999);;Some Like It Hot (1959);;Honey, I Shrunk the Kids (1989)"
3766,"3490,2188,3491,3166,3177",Horror Express (1972);;54 (1998);;My Chauffeur (1986);;Brenda Starr (1989);;Next Friday (1999),Missing in Action (1984),Horror Express (1972);;54 (1998);;My Chauffeur (1986);;Brenda Starr (1989);;Next Friday (1999)
3767,"3491,3489,3440,3166,3167",My Chauffeur (1986);;Hook (1991);;Teenage Mutant Ninja Turtles III (1993);;Brenda Starr (1989);;Carnal Knowledge (1971),Missing in Action 2: The Beginning (1985),My Chauffeur (1986);;Hook (1991);;Teenage Mutant Ninja Turtles III (1993);;Brenda Starr (1989);;Carnal Knowledge (1971)
3768,"3490,3489,2261,3439,2188",Horror Express (1972);;Hook (1991);;One Crazy Summer (1986);;Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991);;54 (1998),Braddock: Missing in Action III (1988),Horror Express (1972);;Hook (1991);;One Crazy Summer (1986);;Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991);;54 (1998)
3769,"3406,1808,3162,3120,2684","Captain Horatio Hornblower (1951);;Simpatico (1999);;Distinguished Gentleman, The (1992);;Taxman (1999)",Thunderbolt and Lightfoot (1974),"Captain Horatio Hornblower (1951);;Simpatico (1999);;Distinguished Gentleman, The (1992);;Taxman (1999)"
3770,"2519,1932,1914,866,3529","House on Haunted Hill (1958);;Great Ziegfeld, The (1936);;Smoke Signals (1998);;Bound (1996);;Postman Always Rings Twice, The (1981)",Dreamscape (1984),"House on Haunted Hill (1958);;Great Ziegfeld, The (1936);;Smoke Signals (1998);;Bound (1996);;Postman Always Rings Twice, The (1981)"
3771,"3529,2907,2314,2147,2312","Postman Always Rings Twice, The (1981);;Superstar (1999);;Beloved (1998);;Clan of the Cave Bear, The (1986);;Children of a Lesser God (1986)","Golden Voyage of Sinbad, The (1974)","Postman Always Rings Twice, The (1981);;Superstar (1999);;Beloved (1998);;Clan of the Cave Bear, The (1986);;Children of a Lesser God (1986)"
3772,"2983,3485,3205,3593,2549","Ipcress File, The (1965);;Autopsy (Macchie Solari) (1975);;Black Sunday (La Maschera Del Demonio) (1960);;Battlefield Earth (2000);;Wing Commander (1999)",Hatchet For the Honeymoon (Rosso Segno Della Follia) (1969),"Ipcress File, The (1965);;Autopsy (Macchie Solari) (1975);;Black Sunday (La Maschera Del Demonio) (1960);;Battlefield Earth (2000);;Wing Commander (1999)"
3773,"1840,1880,1574,169,244",He Got Game (1998);;Lawn Dogs (1997);;Fall (1997);;Free Willy 2: The Adventure Home (1995);;Gumby: The Movie (1995),House Party (1990),He Got Game (1998);;Lawn Dogs (1997);;Fall (1997);;Free Willy 2: The Adventure Home (1995);;Gumby: The Movie (1995)
3774,"454,244,926,810,2565","Firm, The (1993);;Gumby: The Movie (1995);;All About Eve (1950);;Kazaam (1996);;King and I, The (1956)",House Party 2 (1991),"Firm, The (1993);;Gumby: The Movie (1995);;All About Eve (1950);;Kazaam (1996);;King and I, The (1956)"
3775,"3337,3499,3482,3539,2010","I'll Never Forget What's 'is Name (1967);;Misery (1990);;Price of Glory (2000);;Filth and the Fury, The (2000);;Metropolis (1926)",Make Mine Music (1946),"I'll Never Forget What's 'is Name (1967);;Misery (1990);;Price of Glory (2000);;Filth and the Fury, The (2000);;Metropolis (1926)"
3776,"3498,3337,3482,945,1900","Midnight Express (1978);;I'll Never Forget What's 'is Name (1967);;Price of Glory (2000);;Top Hat (1935);;Children of Heaven, The (Bacheha-Ye Aseman) (1997)",Melody Time (1948),"Midnight Express (1978);;I'll Never Forget What's 'is Name (1967);;Price of Glory (2000);;Top Hat (1935);;Children of Heaven, The (Bacheha-Ye Aseman) (1997)"
3777,"725,1691,3559,2248,1212","Great White Hype, The (1996);;Limelight (1952);;Say Anything... (1989);;Third Man, The (1949)",Nekromantik (1987),"Great White Hype, The (1996);;Limelight (1952);;Say Anything... (1989);;Third Man, The (1949)"
3778,"3366,947,1732,3265,2667","Where Eagles Dare (1969);;My Man Godfrey (1936);;Big Lebowski, The (1998);;Hard-Boiled (Lashou shentan) (1992);;Mole People, The (1956)",On Our Merry Way (1948),"Where Eagles Dare (1969);;My Man Godfrey (1936);;Big Lebowski, The (1998);;Hard-Boiled (Lashou shentan) (1992);;Mole People, The (1956)"
3779,"0,0,0,0,0",,Project Moon Base (1953),
3780,"2356,2435,3112,2541,2433","Celebrity (1998);;Hurlyburly (1998);;'Night Mother (1986);;Cruel Intentions (1999);;Civil Action, A (1998)",Rocketship X-M (1950),"Celebrity (1998);;Hurlyburly (1998);;'Night Mother (1986);;Cruel Intentions (1999);;Civil Action, A (1998)"
3781,"3504,3266,1815,3554,2721",Network (1976);;Man Bites Dog (C'est arrivé près de chez vous) (1992);;Eden (1997);;Love and Basketball (2000);;Trick (1999),Shaft in Africa (1973),Network (1976);;Man Bites Dog (C'est arrivé près de chez vous) (1992);;Eden (1997);;Love and Basketball (2000);;Trick (1999)
3782,"3503,3266,2305,2721,2598",Solaris (Solyaris) (1972);;Man Bites Dog (C'est arrivé près de chez vous) (1992);;Slam (1998);;Trick (1999);;Pushing Tin (1999),Shaft's Big Score! (1972),Solaris (Solyaris) (1972);;Man Bites Dog (C'est arrivé près de chez vous) (1992);;Slam (1998);;Trick (1999);;Pushing Tin (1999)
3783,"2944,2904,3471,209,3444","Dirty Dozen, The (1967);;Rain (1932);;Close Encounters of the Third Kind (1977);;White Man's Burden (1995);;Bloodsport (1988)",Croupier (1998),"Dirty Dozen, The (1967);;Rain (1932);;Close Encounters of the Third Kind (1977);;White Man's Burden (1995);;Bloodsport (1988)"
3784,"3248,3632,162,3582,320","Sister Act 2: Back in the Habit (1993);;Monsieur Verdoux (1947);;Crumb (1994);;Jails, Hospitals & Hip-Hop (2000);;Suture (1993)","Kid, The (2000)","Sister Act 2: Back in the Habit (1993);;Monsieur Verdoux (1947);;Crumb (1994);;Jails, Hospitals & Hip-Hop (2000);;Suture (1993)"
3785,"62,1580,3475,3600,3343","Mr. Holland's Opus (1995);;Men in Black (1997);;Place in the Sun, A (1951);;Blue Hawaii (1961);;And God Created Woman (1988)",Scary Movie (2000),"Mr. Holland's Opus (1995);;Men in Black (1997);;Place in the Sun, A (1951);;Blue Hawaii (1961);;And God Created Woman (1988)"
3786,"3576,3604,2534,2986,2540","Hidden, The (1987);;Gypsy (1962);;Avalanche (1978);;Robocop 2 (1990);;Corruptor, The (1999)",But I'm a Cheerleader (1999),"Hidden, The (1987);;Gypsy (1962);;Avalanche (1978);;Robocop 2 (1990);;Corruptor, The (1999)"
3787,"3470,3190,2294,3667,3543",Dersu Uzala (1974);;Supernova (2000);;Antz (1998);;Rent-A-Cop (1988);;Diner (1982),Shower (Xizhao) (1999),Dersu Uzala (1974);;Supernova (2000);;Antz (1998);;Rent-A-Cop (1988);;Diner (1982)
3788,"149,2687,1143,1928,2026",Amateur (1994);;Tarzan (1999);;Three Lives and Only One Death (1996);;Cimarron (1931);;Disturbing Behavior (1998),Blowup (1966),Amateur (1994);;Tarzan (1999);;Three Lives and Only One Death (1996);;Cimarron (1931);;Disturbing Behavior (1998)
3789,"874,3201,1748,3202,2824",Killer: A Journal of Murder (1995);;Five Easy Pieces (1970);;Dark City (1998);;Even Dwarfs Started Small (Auch Zwerge haben klein angefangen) (1971);;On the Ropes (1999),"Pawnbroker, The (1965)",Killer: A Journal of Murder (1995);;Five Easy Pieces (1970);;Dark City (1998);;Even Dwarfs Started Small (Auch Zwerge haben klein angefangen) (1971);;On the Ropes (1999)
3790,"908,1699,1577,2448,3274","North by Northwest (1959);;Butcher Boy, The (1998);;Mondo (1996);;Virus (1999);;Single White Female (1992)",Groove (2000),"North by Northwest (1959);;Butcher Boy, The (1998);;Mondo (1996);;Virus (1999);;Single White Female (1992)"
3791,"1944,2704,1001,1943,2712","From Here to Eternity (1953);;Lovers on the Bridge, The (Les Amants du Pont-Neuf) (1991);;Associate, The (L'Associe)(1982);;Greatest Show on Earth, The (1952);;Eyes Wide Shut (1999)",Footloose (1984),"From Here to Eternity (1953);;Lovers on the Bridge, The (Les Amants du Pont-Neuf) (1991);;Associate, The (L'Associe)(1982);;Greatest Show on Earth, The (1952);;Eyes Wide Shut (1999)"
3792,"3501,3366,3367,947,3568","Murphy's Romance (1985);;Where Eagles Dare (1969);;Devil's Brigade, The (1968);;My Man Godfrey (1936);;Smiling Fish and Goat on Fire (1999)",Duel in the Sun (1946),"Murphy's Romance (1985);;Where Eagles Dare (1969);;Devil's Brigade, The (1968);;My Man Godfrey (1936);;Smiling Fish and Goat on Fire (1999)"
3793,"3468,3469,2835,2719,2592","Hustler, The (1961);;Inherit the Wind (1960);;Chill Factor (1999);;Haunting, The (1999);;Joyriders, The (1999)",X-Men (2000),"Hustler, The (1961);;Inherit the Wind (1960);;Chill Factor (1999);;Haunting, The (1999);;Joyriders, The (1999)"
3794,"2766,2535,3471,3574,1250","Adventures of Sebastian Cole, The (1998);;Earthquake (1974);;Close Encounters of the Third Kind (1977);;Carnosaur 3: Primal Species (1996);;Bridge on the River Kwai, The (1957)",Chuck & Buck (2000),"Adventures of Sebastian Cole, The (1998);;Earthquake (1974);;Close Encounters of the Third Kind (1977);;Carnosaur 3: Primal Species (1996);;Bridge on the River Kwai, The (1957)"
3795,"3577,3470,3484,1020,3598","Two Moon Juction (1988);;Dersu Uzala (1974);;Skulls, The (2000);;Cool Runnings (1993);;Hamlet (2000)","Five Senses, The (1999)","Two Moon Juction (1988);;Dersu Uzala (1974);;Skulls, The (2000);;Cool Runnings (1993);;Hamlet (2000)"
3796,"66,1703,1250,2944,916","Lawnmower Man 2: Beyond Cyberspace (1996);;For Richer or Poorer (1997);;Bridge on the River Kwai, The (1957);;Dirty Dozen, The (1967);;Roman Holiday (1953)","Wisdom of Crocodiles, The (a.k.a. Immortality) (2000)","Lawnmower Man 2: Beyond Cyberspace (1996);;For Richer or Poorer (1997);;Bridge on the River Kwai, The (1957);;Dirty Dozen, The (1967);;Roman Holiday (1953)"
3797,"2539,3467,2984,1532,3042",Analyze This (1999);;Hud (1963);;On Any Sunday (1971);;Sprung (1997);;Meatballs III (1987),"In Crowd, The (2000)",Analyze This (1999);;Hud (1963);;On Any Sunday (1971);;Sprung (1997);;Meatballs III (1987)
3798,"3441,2763,3476,2376,2645","Red Dawn (1984);;Thomas Crown Affair, The (1999);;Jacob's Ladder (1990);;View to a Kill, A (1985);;Dracula (1958)",What Lies Beneath (2000),"Red Dawn (1984);;Thomas Crown Affair, The (1999);;Jacob's Ladder (1990);;View to a Kill, A (1985);;Dracula (1958)"
3799,"3661,2810,238,1890,607",Puppet Master II (1990);;Perfect Blue (1997);;Far From Home: The Adventures of Yellow Dog (1995);;Little Boy Blue (1997);;Century (1993),Pokémon the Movie 2000 (2000),Puppet Master II (1990);;Perfect Blue (1997);;Far From Home: The Adventures of Yellow Dog (1995);;Little Boy Blue (1997);;Century (1993)
3800,"740,762,2271,132,3543",Striptease (1996);;Permanent Midnight (1998);;Jade (1995);;Diner (1982),Criminal Lovers (Les Amants Criminels) (1999),Striptease (1996);;Permanent Midnight (1998);;Jade (1995);;Diner (1982)
3801,"2794,1739,3116,1738,2768",European Vacation (1985);;3 Ninjas: High Noon On Mega Mountain (1998);;Miss Julie (1999);;Vermin (1998);;Stiff Upper Lips (1998),Anatomy of a Murder (1959),European Vacation (1985);;3 Ninjas: High Noon On Mega Mountain (1998);;Miss Julie (1999);;Vermin (1998);;Stiff Upper Lips (1998)
3802,"2412,168,2413,167,2157","Rocky V (1990);;First Knight (1995);;Clue (1985);;Feast of July (1995);;Chambermaid on the Titanic, The (1998)",Freejack (1992),"Rocky V (1990);;First Knight (1995);;Clue (1985);;Feast of July (1995);;Chambermaid on the Titanic, The (1998)"
3803,"3114,664,3077,1625,566","Toy Story 2 (1999);;Faithful (1996);;42 Up (1998);;Game, The (1997);;Naked in New York (1994)",Greaser's Palace (1972),"Toy Story 2 (1999);;Faithful (1996);;42 Up (1998);;Game, The (1997);;Naked in New York (1994)"
3804,"2804,101,3554,2318,184","Christmas Story, A (1983);;Bottle Rocket (1996);;Love and Basketball (2000);;Happiness (1998);;Nadja (1994)",H.O.T.S. (1979),"Christmas Story, A (1983);;Bottle Rocket (1996);;Love and Basketball (2000);;Happiness (1998);;Nadja (1994)"
3805,"904,2248,133,3500,272","Rear Window (1954);;Say Anything... (1989);;Nueba Yol (1995);;Mr. Saturday Night (1992);;Madness of King George, The (1994)",Knightriders (1981),"Rear Window (1954);;Say Anything... (1989);;Nueba Yol (1995);;Mr. Saturday Night (1992);;Madness of King George, The (1994)"
3806,"2549,2659,3162,3492,1537","Wing Commander (1999);;It Came from Hollywood (1982);;Simpatico (1999);;Son of the Sheik, The (1926);;Shall We Dance? (Shall We Dansu?) (1996)",MacKenna's Gold (1969),"Wing Commander (1999);;It Came from Hollywood (1982);;Simpatico (1999);;Son of the Sheik, The (1926);;Shall We Dance? (Shall We Dansu?) (1996)"
3807,"3494,133,551,2907,904","True Grit (1969);;Nueba Yol (1995);;Nightmare Before Christmas, The (1993);;Superstar (1999);;Rear Window (1954)",Sinbad and the Eye of the Tiger (1977),"True Grit (1969);;Nueba Yol (1995);;Nightmare Before Christmas, The (1993);;Superstar (1999);;Rear Window (1954)"
3808,"3511,2728,3537,1248,710",Ready to Rumble (2000);;Spartacus (1960);;Where the Money Is (2000);;Touch of Evil (1958);;Celtic Pride (1996),Two Women (La Ciociara) (1961),Ready to Rumble (2000);;Spartacus (1960);;Where the Money Is (2000);;Touch of Evil (1958);;Celtic Pride (1996)
3809,"2841,322,2036,1535,2262",Stir of Echoes (1999);;Swimming with Sharks (1995);;Blank Check (1994);;Love! Valour! Compassion! (1997);;About Last Night... (1986),What About Bob? (1991),Stir of Echoes (1999);;Swimming with Sharks (1995);;Blank Check (1994);;Love! Valour! Compassion! (1997);;About Last Night... (1986)
3810,"2203,1918,2613,2259,2054","Shadow of a Doubt (1943);;Lethal Weapon 4 (1998);;Night of the Comet (1984);;Blame It on Rio (1984);;Honey, I Shrunk the Kids (1989)",White Sands (1992),"Shadow of a Doubt (1943);;Lethal Weapon 4 (1998);;Night of the Comet (1984);;Blame It on Rio (1984);;Honey, I Shrunk the Kids (1989)"
3811,"2844,3359,3448,3457,3377","Minus Man, The (1999);;Breaking Away (1979);;Good Morning, Vietnam (1987);;Waking the Dead (1999);;Hangmen Also Die (1943)",Breaker Morant (1980),"Minus Man, The (1999);;Breaking Away (1979);;Good Morning, Vietnam (1987);;Waking the Dead (1999);;Hangmen Also Die (1943)"
3812,"991,3536,990,1184,1762",Michael Collins (1996);;Keeping the Faith (2000);;Maximum Risk (1996);;Mediterraneo (1991);;Deep Rising (1998),Everything You Always Wanted to Know About Sex (1972),Michael Collins (1996);;Keeping the Faith (2000);;Maximum Risk (1996);;Mediterraneo (1991);;Deep Rising (1998)
3813,"1393,197,178,1929,3331","Jerry Maguire (1996);;Stars Fell on Henrietta, The (1995);;Love & Human Remains (1993);;Grand Hotel (1932);;My Tutor (1983)",Interiors (1978),"Jerry Maguire (1996);;Stars Fell on Henrietta, The (1995);;Love & Human Remains (1993);;Grand Hotel (1932);;My Tutor (1983)"
3814,"990,991,3534,1762,1136",Maximum Risk (1996);;Michael Collins (1996);;28 Days (2000);;Deep Rising (1998);;Monty Python and the Holy Grail (1974),Love and Death (1975),Maximum Risk (1996);;Michael Collins (1996);;28 Days (2000);;Deep Rising (1998);;Monty Python and the Holy Grail (1974)
3816,"1645,2294,710,66,2596","Devil's Advocate, The (1997);;Antz (1998);;Celtic Pride (1996);;Lawnmower Man 2: Beyond Cyberspace (1996);;SLC Punk! (1998)","Official Story, The (La Historia Oficial) (1985)","Devil's Advocate, The (1997);;Antz (1998);;Celtic Pride (1996);;Lawnmower Man 2: Beyond Cyberspace (1996);;SLC Punk! (1998)"
3817,"1908,48,1959,1540,1831",Resurrection Man (1998);;Pocahontas (1995);;Out of Africa (1985);;Lost in Space (1998),"Other Side of Sunday, The (Søndagsengler) (1996)",Resurrection Man (1998);;Pocahontas (1995);;Out of Africa (1985);;Lost in Space (1998)
3818,"2010,2012,3113,2952,900","Metropolis (1926);;Back to the Future Part III (1990);;End of Days (1999);;Hard 8 (a.k.a. Sydney, a.k.a. Hard Eight) (1996);;American in Paris, An (1951)",Pot O' Gold (1941),"Metropolis (1926);;Back to the Future Part III (1990);;End of Days (1999);;Hard 8 (a.k.a. Sydney, a.k.a. Hard Eight) (1996);;American in Paris, An (1951)"
3819,"1156,2822,1395,2603,1039","Children Are Watching us, The (Bambini ci guardano, I) (1942);;Medicine Man (1992);;Tin Men (1987);;Nô (1998);;Synthetic Pleasures (1995)",Tampopo (1986),"Children Are Watching us, The (Bambini ci guardano, I) (1942);;Medicine Man (1992);;Tin Men (1987);;Nô (1998);;Synthetic Pleasures (1995)"
3820,"904,560,3559,3311,551","Rear Window (1954);;Beans of Egypt, Maine, The (1994);;Limelight (1952);;Man from Laramie, The (1955);;Nightmare Before Christmas, The (1993)",Thomas and the Magic Railroad (2000),"Rear Window (1954);;Beans of Egypt, Maine, The (1994);;Limelight (1952);;Man from Laramie, The (1955);;Nightmare Before Christmas, The (1993)"
